Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
NuGet.0005,NuGet package is deprecated,Active,Optional,1,System.Web.Optimization.React\System.Web.Optimization.React.csproj,File,System.Web.Optimization.React\System.Web.Optimization.React.csproj,,,Microsoft.AspNet.Web.Optimization 1.1.3,,,,,"Microsoft.AspNet.Web.Optimization, 1.1.3  Recommendation:  Should be replaced. Remove Microsoft.AspNet.Web.Optimization, and replace with new package LigerShark.WebOptimizer.Core, 3.0.477"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,System.Web.Optimization.React\System.Web.Optimization.React.csproj,File,System.Web.Optimization.React\System.Web.Optimization.React.csproj,,,,,,,,Current target framework: net40 Recommended target framework: net10.0
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,System.Web.Optimization.React\System.Web.Optimization.React.csproj,File,System.Web.Optimization.React\BabelBundle.cs,32,3,T:System.Web.Optimization.JsMinify,,,,,"return new IBundleTransform[] { new BabelTransform(), new JsMinify() };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,System.Web.Optimization.React\System.Web.Optimization.React.csproj,File,System.Web.Optimization.React\BabelBundle.cs,32,3,M:System.Web.Optimization.JsMinify.#ctor,,,,,"return new IBundleTransform[] { new BabelTransform(), new JsMinify() };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,System.Web.Optimization.React\System.Web.Optimization.React.csproj,File,System.Web.Optimization.React\BabelBundle.cs,23,3,P:System.Web.Optimization.Bundle.ConcatenationToken,,,,,"base.ConcatenationToken = "";"" + Environment.NewLine;"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,System.Web.Optimization.React\System.Web.Optimization.React.csproj,File,System.Web.Optimization.React\BabelBundle.cs,21,41,"M:System.Web.Optimization.Bundle.#ctor(System.String,System.Web.Optimization.IBundleTransform[])",,,,,": base(virtualPath, GetTransforms())"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,System.Web.Optimization.React\System.Web.Optimization.React.csproj,File,System.Web.Optimization.React\BabelBundle.cs,23,3,P:System.Web.Optimization.Bundle.ConcatenationToken,,,,,"base.ConcatenationToken = "";"" + Environment.NewLine;"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,System.Web.Optimization.React\System.Web.Optimization.React.csproj,File,System.Web.Optimization.React\BabelBundle.cs,21,41,"M:System.Web.Optimization.Bundle.#ctor(System.String,System.Web.Optimization.IBundleTransform[])",,,,,": base(virtualPath, GetTransforms())"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,System.Web.Optimization.React\System.Web.Optimization.React.csproj,File,System.Web.Optimization.React\BabelBundle.cs,12,28,T:System.Web.Optimization.Bundle,,,,,Bundle
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,System.Web.Optimization.React\System.Web.Optimization.React.csproj,File,System.Web.Optimization.React\BabelTransform.cs,23,2,T:System.Web.Optimization.BundleResponse,,,,,"public void Process(BundleContext context, BundleResponse response)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,System.Web.Optimization.React\System.Web.Optimization.React.csproj,File,System.Web.Optimization.React\BabelTransform.cs,23,2,T:System.Web.Optimization.BundleContext,,,,,"public void Process(BundleContext context, BundleResponse response)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,System.Web.Optimization.React\System.Web.Optimization.React.csproj,File,System.Web.Optimization.React\BabelTransform.cs,26,3,P:System.Web.Optimization.BundleFile.IncludedVirtualPath,,,,,"response.Content = environment.Babel.Transform( 				response.Content, 				response.Files.Any(x => x.IncludedVirtualPath.Contains(""tsx"")) ? ""components.tsx"" : ""components.jsx"" 			);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,System.Web.Optimization.React\System.Web.Optimization.React.csproj,File,System.Web.Optimization.React\BabelTransform.cs,26,3,P:System.Web.Optimization.BundleResponse.Files,,,,,"response.Content = environment.Babel.Transform( 				response.Content, 				response.Files.Any(x => x.IncludedVirtualPath.Contains(""tsx"")) ? ""components.tsx"" : ""components.jsx"" 			);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,System.Web.Optimization.React\System.Web.Optimization.React.csproj,File,System.Web.Optimization.React\BabelTransform.cs,26,3,P:System.Web.Optimization.BundleResponse.Content,,,,,"response.Content = environment.Babel.Transform( 				response.Content, 				response.Files.Any(x => x.IncludedVirtualPath.Contains(""tsx"")) ? ""components.tsx"" : ""components.jsx"" 			);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,System.Web.Optimization.React\System.Web.Optimization.React.csproj,File,System.Web.Optimization.React\BabelTransform.cs,26,3,P:System.Web.Optimization.BundleResponse.Content,,,,,"response.Content = environment.Babel.Transform( 				response.Content, 				response.Files.Any(x => x.IncludedVirtualPath.Contains(""tsx"")) ? ""components.tsx"" : ""components.jsx"" 			);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,System.Web.Optimization.React\System.Web.Optimization.React.csproj,File,System.Web.Optimization.React\BabelTransform.cs,16,31,T:System.Web.Optimization.IBundleTransform,,,,,IBundleTransform
